epoch,step,train_loss_epoch,train_loss_step
0,49,,0.05777651444077492
0,99,,0.04834550619125366
0,149,,0.03903299197554588
0,199,,0.04957307502627373
0,249,,0.034272704273462296
0,299,,0.03913050517439842
0,349,,0.032800983637571335
0,399,,0.027437284588813782
0,449,,0.032764334231615067
0,499,,0.040006089955568314
0,533,0.04455791413784027,
1,549,,0.029914237558841705
1,599,,0.03591553494334221
1,649,,0.03071718104183674
1,699,,0.031737666577100754
1,749,,0.02166592888534069
1,799,,0.036160729825496674
1,849,,0.025147348642349243
1,899,,0.027490997686982155
1,949,,0.028229735791683197
1,999,,0.03870725631713867
1,1049,,0.023149868473410606
1,1067,0.030296487733721733,
2,1099,,0.02822837233543396
2,1149,,0.026050271466374397
2,1199,,0.023419460281729698
2,1249,,0.026263171806931496
2,1299,,0.03243998438119888
2,1349,,0.024181848391890526
2,1399,,0.022830910980701447
2,1449,,0.027525879442691803
2,1499,,0.022040754556655884
2,1549,,0.022676030173897743
2,1599,,0.027621468529105186
2,1601,0.026880085468292236,
3,1649,,0.022952331230044365
3,1699,,0.022377684712409973
3,1749,,0.020323187112808228
3,1799,,0.027777187526226044
3,1849,,0.02368524856865406
3,1899,,0.022210674360394478
3,1949,,0.02061743102967739
3,1999,,0.029916254803538322
3,2049,,0.02240181714296341
3,2099,,0.028082391247153282
3,2135,0.025715284049510956,
4,2149,,0.02148083783686161
4,2199,,0.027338555082678795
4,2249,,0.017642905935645103
4,2299,,0.023933636024594307
4,2349,,0.022870024666190147
4,2399,,0.023113451898097992
4,2449,,0.034416522830724716
4,2499,,0.02496863342821598
4,2549,,0.01858646236360073
4,2599,,0.017814617604017258
4,2649,,0.029516279697418213
4,2669,0.024032145738601685,
5,2699,,0.02588667906820774
5,2749,,0.020122738555073738
5,2799,,0.02214241772890091
5,2849,,0.025916628539562225
5,2899,,0.02122587524354458
5,2949,,0.027698678895831108
5,2999,,0.023200631141662598
5,3049,,0.025247134268283844
5,3099,,0.02033238857984543
5,3149,,0.022777849808335304
5,3199,,0.02914349175989628
5,3203,0.023181796073913574,
6,3249,,0.021861692890524864
6,3299,,0.03027167357504368
6,3349,,0.02459017187356949
6,3399,,0.031782519072294235
6,3449,,0.02600337378680706
6,3499,,0.032951172441244125
6,3549,,0.02269928716123104
6,3599,,0.01638425700366497
6,3649,,0.017528614029288292
6,3699,,0.018982725217938423
6,3737,0.022969339042901993,
7,3749,,0.018253521993756294
7,3799,,0.020385360345244408
7,3849,,0.030389631167054176
7,3899,,0.02231408655643463
7,3949,,0.017714427784085274
7,3999,,0.022631095722317696
7,4049,,0.028247036039829254
7,4099,,0.02508353441953659
7,4149,,0.021722057834267616
7,4199,,0.022621238604187965
7,4249,,0.021891674026846886
7,4271,0.022428281605243683,
8,4299,,0.021532917395234108
8,4349,,0.03141899034380913
8,4399,,0.02391268126666546
8,4449,,0.018531808629631996
8,4499,,0.02451629750430584
8,4549,,0.020234936848282814
8,4599,,0.018692772835493088
8,4649,,0.020110612735152245
8,4699,,0.024713873863220215
8,4749,,0.020725304260849953
8,4799,,0.018252314999699593
8,4805,0.022180665284395218,
9,4849,,0.020152373239398003
9,4899,,0.019494395703077316
9,4949,,0.026673244312405586
9,4999,,0.023573091253638268
9,5049,,0.023628458380699158
9,5099,,0.018004270270466805
9,5149,,0.019567159935832024
9,5199,,0.02721482701599598
9,5249,,0.024673834443092346
9,5299,,0.019134776666760445
9,5339,0.021967848762869835,
10,5349,,0.02126246504485607
10,5399,,0.02496802806854248
10,5449,,0.025356123223900795
10,5499,,0.021221594884991646
10,5549,,0.020359275862574577
10,5599,,0.021532731130719185
10,5649,,0.022448068484663963
10,5699,,0.02501225285232067
10,5749,,0.023218631744384766
10,5799,,0.015090696513652802
10,5849,,0.020821398124098778
10,5873,0.02153938263654709,
11,5899,,0.027251342311501503
11,5949,,0.021657094359397888
