epoch,step,train_loss_epoch,train_loss_step
0,49,,0.08280404657125473
0,99,,0.08654581755399704
0,149,,0.0703970268368721
0,199,,0.055529624223709106
0,249,,0.05332144722342491
0,299,,0.05654746666550636
0,349,,0.05926717817783356
0,399,,0.061857547610998154
0,423,0.06826329976320267,
1,449,,0.055863380432128906
1,499,,0.054131656885147095
1,549,,0.04456140473484993
1,599,,0.049383118748664856
1,649,,0.054978471249341965
1,699,,0.056729432195425034
1,749,,0.04732494428753853
1,799,,0.04768677428364754
1,847,0.0513840988278389,
2,849,,0.04191913083195686
2,899,,0.050609320402145386
2,949,,0.03615252301096916
2,999,,0.038913216441869736
2,1049,,0.04202766343951225
2,1099,,0.04553886130452156
2,1149,,0.047503143548965454
2,1199,,0.06128828600049019
2,1249,,0.048071324825286865
2,1271,0.0464080274105072,
3,1299,,0.04120843857526779
3,1349,,0.043558184057474136
3,1399,,0.03636723756790161
3,1449,,0.0549921952188015
3,1499,,0.04189026355743408
3,1549,,0.03864322975277901
3,1599,,0.04068154841661453
3,1649,,0.0508468858897686
3,1695,0.04392632469534874,
4,1699,,0.03741807863116264
4,1749,,0.03627509996294975
4,1799,,0.0448756068944931
4,1849,,0.04572976753115654
4,1899,,0.038804370909929276
4,1949,,0.04118433594703674
4,1999,,0.037632089108228683
4,2049,,0.04652637243270874
4,2099,,0.035058315843343735
4,2119,0.04156056419014931,
5,2149,,0.041188884526491165
5,2199,,0.03694384917616844
5,2249,,0.04217245802283287
5,2299,,0.03585490211844444
5,2349,,0.04373501241207123
5,2399,,0.04902774095535278
5,2449,,0.039191052317619324
5,2499,,0.04264061525464058
5,2543,0.03992219641804695,
6,2549,,0.040841709822416306
6,2599,,0.038435325026512146
6,2649,,0.03499064967036247
6,2699,,0.03834235295653343
6,2749,,0.034408967941999435
6,2799,,0.04062078893184662
6,2849,,0.04512093961238861
6,2899,,0.03869113326072693
6,2949,,0.03954068198800087
6,2967,0.03847789391875267,
7,2999,,0.03669416159391403
7,3049,,0.03710875287652016
7,3099,,0.0319618321955204
7,3149,,0.033276621252298355
7,3199,,0.03766026347875595
7,3249,,0.04133738949894905
7,3299,,0.039661698043346405
7,3349,,0.04037671536207199
7,3391,0.03729885816574097,
8,3399,,0.0349954254925251
8,3449,,0.03321707621216774
8,3499,,0.0315730907022953
8,3549,,0.03451906517148018
8,3599,,0.03901638463139534
8,3649,,0.040677569806575775
8,3699,,0.034998148679733276
8,3749,,0.03585175424814224
8,3799,,0.03340182825922966
