epoch,step,train_loss_epoch,train_loss_step
0,49,,0.07002554088830948
0,99,,0.0659211277961731
0,149,,0.05754785239696503
0,199,,0.06736857444047928
0,249,,0.06280303746461868
0,299,,0.046320319175720215
0,349,,0.05732625350356102
0,399,,0.057125385850667953
0,423,0.0661269873380661,
1,449,,0.049958694726228714
1,499,,0.05723368749022484
1,549,,0.04639287292957306
1,599,,0.05907667800784111
1,649,,0.05569802224636078
1,699,,0.0453694649040699
1,749,,0.05163751170039177
1,799,,0.04571172967553139
1,847,0.050281357020139694,
2,849,,0.04498476907610893
2,899,,0.042963121086359024
2,949,,0.04893327131867409
2,999,,0.0436672568321228
2,1049,,0.03770431503653526
2,1099,,0.033514056354761124
2,1149,,0.04878373071551323
2,1199,,0.0456722266972065
2,1249,,0.044006649404764175
2,1271,0.04656287282705307,
3,1299,,0.058851052075624466
3,1349,,0.049338337033987045
3,1399,,0.044243115931749344
3,1449,,0.04196338728070259
3,1499,,0.03886337950825691
3,1549,,0.05726801976561546
3,1599,,0.0417771153151989
3,1649,,0.051207855343818665
3,1695,0.044067975133657455,
4,1699,,0.0411296971142292
4,1749,,0.040744610130786896
4,1799,,0.04615803435444832
4,1849,,0.04982253536581993
4,1899,,0.04741661623120308
4,1949,,0.0390106700360775
4,1999,,0.045789286494255066
4,2049,,0.044153500348329544
4,2099,,0.04941976070404053
4,2119,0.042285751551389694,
5,2149,,0.042080651968717575
5,2199,,0.04022466018795967
5,2249,,0.04177543520927429
5,2299,,0.047203775495290756
5,2349,,0.0512499175965786
5,2399,,0.03793187066912651
5,2449,,0.04196295514702797
5,2499,,0.04931880533695221
5,2543,0.04098224639892578,
6,2549,,0.039766862988471985
6,2599,,0.03809139505028725
6,2649,,0.03863880783319473
6,2699,,0.03663664311170578
6,2749,,0.04082781448960304
6,2799,,0.05109225586056709
6,2849,,0.03755979612469673
6,2899,,0.03606824204325676
6,2949,,0.0432145930826664
6,2967,0.03990062698721886,
7,2999,,0.040388353168964386
7,3049,,0.04126720502972603
7,3099,,0.03966931626200676
7,3149,,0.04980446770787239
7,3199,,0.03454891964793205
7,3249,,0.06227013096213341
7,3299,,0.03200792148709297
7,3349,,0.04418894276022911
7,3391,0.0392569862306118,
8,3399,,0.031324803829193115
8,3449,,0.032781001180410385
8,3499,,0.0426240973174572
8,3549,,0.03294539451599121
8,3599,,0.03805357590317726
8,3649,,0.03600030019879341
8,3699,,0.04717491567134857
8,3749,,0.0465766005218029
8,3799,,0.035962291061878204
8,3815,0.03802839294075966,
9,3849,,0.04799523949623108
9,3899,,0.031164249405264854
9,3949,,0.03454182669520378
9,3999,,0.04085138812661171
9,4049,,0.03402114659547806
9,4099,,0.042074982076883316
9,4149,,0.0338553749024868
9,4199,,0.03303759917616844
9,4239,0.03808625787496567,
10,4249,,0.03742149472236633
10,4299,,0.038003336638212204
10,4349,,0.029151132330298424
10,4399,,0.03958669677376747
10,4449,,0.03351972997188568
10,4499,,0.031349584460258484
10,4549,,0.03212280571460724
10,4599,,0.03576594963669777
10,4649,,0.04184162989258766
10,4663,0.036872826516628265,
11,4699,,0.029316646978259087
11,4749,,0.042633283883333206
11,4799,,0.030815795063972473
11,4849,,0.04097520187497139
11,4899,,0.03760359063744545
11,4949,,0.04068267345428467
11,4999,,0.04402736946940422
11,5049,,0.04157654568552971
11,5087,0.03669631481170654,
12,5099,,0.04456867650151253
12,5149,,0.0365193746984005
12,5199,,0.03847576305270195
12,5249,,0.04039681330323219
12,5299,,0.04155565798282623
12,5349,,0.03830525279045105
12,5399,,0.045980483293533325
12,5449,,0.031441234052181244
12,5499,,0.034988146275281906
12,5511,0.036333125084638596,
13,5549,,0.0351361520588398
13,5599,,0.03700535371899605
13,5649,,0.029741907492280006
13,5699,,0.03202880546450615
13,5749,,0.032202307134866714
13,5799,,0.03427528962492943
13,5849,,0.028907565400004387
13,5899,,0.02136310748755932
13,5935,0.03555592894554138,
14,5949,,0.03684350103139877
14,5999,,0.03695179149508476
14,6049,,0.033631619065999985
14,6099,,0.033129218965768814
14,6149,,0.041813645511865616
14,6199,,0.03859720006585121
14,6249,,0.028814544901251793
14,6299,,0.030478373169898987
14,6349,,0.03308222070336342
14,6359,0.03578811138868332,
15,6399,,0.03764904662966728
15,6449,,0.03069731779396534
15,6499,,0.029647687450051308
15,6549,,0.032869767397642136
15,6599,,0.043783802539110184
15,6649,,0.04157533124089241
15,6699,,0.03540223091840744
15,6749,,0.026686547324061394
15,6783,0.03522084280848503,
16,6799,,0.03066381998360157
16,6849,,0.03491425886750221
16,6899,,0.033682484179735184
16,6949,,0.03972121328115463
16,6999,,0.039140794426202774
16,7049,,0.035912882536649704
16,7099,,0.027527078986167908
16,7149,,0.02786444127559662
16,7199,,0.04208386316895485
16,7207,0.03475674241781235,
17,7249,,0.035666707903146744
17,7299,,0.03799993172287941
17,7349,,0.0332396924495697
17,7399,,0.034538667649030685
17,7449,,0.031162520870566368
17,7499,,0.036392953246831894
17,7549,,0.0362141877412796
17,7599,,0.03290187940001488
17,7631,0.03481864929199219,
18,7649,,0.041090283542871475
18,7699,,0.03412678465247154
18,7749,,0.031254421919584274
18,7799,,0.042776644229888916
18,7849,,0.03360423445701599
18,7899,,0.04039868339896202
18,7949,,0.022892901673913002
18,7999,,0.02926643192768097
18,8049,,0.03397751972079277
18,8055,0.034495361149311066,
19,8099,,0.03125929459929466
19,8149,,0.03145989775657654
19,8199,,0.04087117686867714
19,8249,,0.04605257138609886
19,8299,,0.03563873842358589
19,8349,,0.037137240171432495
19,8399,,0.03617304563522339
19,8449,,0.03579874709248543
19,8479,0.0340256504714489,
