epoch,step,train_loss_epoch,train_loss_step
0,49,,0.07894525676965714
0,99,,0.0660499781370163
0,149,,0.05442358925938606
0,199,,0.05816785618662834
0,249,,0.04815620183944702
0,299,,0.04669828340411186
0,349,,0.047531858086586
0,399,,0.050414323806762695
0,423,0.06117602810263634,
1,449,,0.05472281575202942
1,499,,0.05565519630908966
1,549,,0.03855761140584946
1,599,,0.039246559143066406
1,649,,0.04243095591664314
1,699,,0.047398146241903305
1,749,,0.03613016754388809
1,799,,0.04169352725148201
1,847,0.04058350622653961,
2,849,,0.04147183895111084
2,899,,0.03574094548821449
2,949,,0.03655247762799263
2,999,,0.03682887554168701
2,1049,,0.030629726126790047
2,1099,,0.03304196521639824
2,1149,,0.028358429670333862
2,1199,,0.03242075815796852
2,1249,,0.03328397497534752
2,1271,0.03592225909233093,
3,1299,,0.036329109221696854
3,1349,,0.03413323312997818
3,1399,,0.0355294868350029
3,1449,,0.030922969803214073
3,1499,,0.03100397437810898
3,1549,,0.029760420322418213
3,1599,,0.025604672729969025
3,1649,,0.025480693206191063
3,1695,0.033083029091358185,
4,1699,,0.037101346999406815
4,1749,,0.030511438846588135
4,1799,,0.02888750098645687
4,1849,,0.033693186938762665
4,1899,,0.034541066735982895
4,1949,,0.03586651012301445
4,1999,,0.0346272774040699
4,2049,,0.026742957532405853
4,2099,,0.03442557156085968
4,2119,0.03132089972496033,
5,2149,,0.028270313516259193
5,2199,,0.0275372713804245
5,2249,,0.027342110872268677
5,2299,,0.035412464290857315
5,2349,,0.028552712872624397
5,2399,,0.029624836519360542
5,2449,,0.027123339474201202
5,2499,,0.02988613396883011
5,2543,0.02967338263988495,
6,2549,,0.028530403971672058
6,2599,,0.030666688457131386
6,2649,,0.02682390995323658
6,2699,,0.022330142557621002
6,2749,,0.030661681666970253
6,2799,,0.029269620776176453
6,2849,,0.02529057301580906
6,2899,,0.03214360401034355
6,2949,,0.033378735184669495
6,2967,0.028932278975844383,
7,2999,,0.03157251700758934
7,3049,,0.033465269953012466
7,3099,,0.031233452260494232
7,3149,,0.026945680379867554
7,3199,,0.03202034905552864
7,3249,,0.029597178101539612
7,3299,,0.026659147813916206
7,3349,,0.029189996421337128
7,3391,0.02845529466867447,
8,3399,,0.0225028395652771
8,3449,,0.03128145635128021
8,3499,,0.02570248208940029
8,3549,,0.024047641083598137
8,3599,,0.029064975678920746
8,3649,,0.027610376477241516
8,3699,,0.029952729120850563
8,3749,,0.026946404948830605
8,3799,,0.03547913208603859
8,3815,0.027614954859018326,
9,3849,,0.02562023140490055
9,3899,,0.02613103948533535
9,3949,,0.02775481343269348
9,3999,,0.02778073213994503
9,4049,,0.0255531445145607
9,4099,,0.020931018516421318
9,4149,,0.02925979159772396
9,4199,,0.029421014711260796
9,4239,0.027324629947543144,
10,4249,,0.025042206048965454
10,4299,,0.023652786388993263
10,4349,,0.026880107820034027
10,4399,,0.0345725491642952
10,4449,,0.02347632311284542
10,4499,,0.03137182071805
10,4549,,0.023842133581638336
10,4599,,0.03454648703336716
10,4649,,0.02310447208583355
10,4663,0.02664067968726158,
11,4699,,0.022137172520160675
11,4749,,0.035008519887924194
11,4799,,0.02491808868944645
11,4849,,0.02595418691635132
11,4899,,0.02187293954193592
11,4949,,0.02039046585559845
11,4999,,0.02050887420773506
11,5049,,0.02497420459985733
11,5087,0.026228440925478935,
12,5099,,0.021632825955748558
12,5149,,0.02474696934223175
12,5199,,0.02592005394399166
12,5249,,0.02088432013988495
12,5299,,0.024590956047177315
12,5349,,0.02306777983903885
12,5399,,0.031207485124468803
12,5449,,0.022410951554775238
12,5499,,0.033207837492227554
12,5511,0.026133589446544647,
13,5549,,0.020216647535562515
13,5599,,0.022340083494782448
13,5649,,0.022145098075270653
13,5699,,0.03156955912709236
13,5749,,0.024528341367840767
13,5799,,0.026693137362599373
13,5849,,0.03188232704997063
13,5899,,0.029241105541586876
13,5935,0.02578824944794178,
14,5949,,0.030289337038993835
14,5999,,0.030749142169952393
14,6049,,0.02222556807100773
14,6099,,0.02700832299888134
14,6149,,0.0300543624907732
14,6199,,0.03251984342932701
14,6249,,0.023003481328487396
14,6299,,0.022219302132725716
14,6349,,0.02448309399187565
14,6359,0.025737259536981583,
15,6399,,0.025397375226020813
15,6449,,0.021966984495520592
15,6499,,0.022752681747078896
15,6549,,0.02270117588341236
15,6599,,0.028873035684227943
15,6649,,0.023118088021874428
15,6699,,0.024409806355834007
15,6749,,0.02712099999189377
15,6783,0.025483250617980957,
16,6799,,0.02627710998058319
16,6849,,0.027662215754389763
16,6899,,0.030703766271471977
16,6949,,0.02913033775985241
16,6999,,0.024653984233736992
16,7049,,0.023296842351555824
16,7099,,0.024521788582205772
16,7149,,0.028222396969795227
16,7199,,0.023616714403033257
16,7207,0.02520126663148403,
17,7249,,0.021672828122973442
17,7299,,0.020175321027636528
17,7349,,0.028398215770721436
17,7399,,0.02693387120962143
17,7449,,0.021330801770091057
17,7499,,0.02983861230313778
17,7549,,0.019768400117754936
17,7599,,0.0198237095028162
17,7631,0.025480028241872787,
18,7649,,0.020423689857125282
18,7699,,0.02526138722896576
18,7749,,0.023568324744701385
18,7799,,0.02272719144821167
18,7849,,0.020698288455605507
18,7899,,0.02732698805630207
18,7949,,0.022946184501051903
18,7999,,0.029291510581970215
18,8049,,0.02653074450790882
18,8055,0.025097044184803963,
19,8099,,0.025842798873782158
19,8149,,0.023723633959889412
19,8199,,0.025638697668910027
19,8249,,0.02945825457572937
19,8299,,0.023846378549933434
19,8349,,0.02415812574326992
19,8399,,0.026942772790789604
19,8449,,0.02268550544977188
19,8479,0.025101251900196075,
20,8499,,0.02453330159187317
20,8549,,0.024377822875976562
20,8599,,0.026658272370696068
20,8649,,0.02640143595635891
20,8699,,0.024542763829231262
20,8749,,0.02309241332113743
20,8799,,0.027136122807860374
20,8849,,0.02416779100894928
20,8899,,0.0232769176363945
20,8903,0.024803267791867256,
21,8949,,0.023551620543003082
21,8999,,0.02205354906618595
21,9049,,0.027192384004592896
21,9099,,0.02300053834915161
21,9149,,0.02286411263048649
21,9199,,0.02372509054839611
21,9249,,0.026215603575110435
21,9299,,0.024646952748298645
21,9327,0.02452722005546093,
22,9349,,0.027648650109767914
22,9399,,0.02862829528748989
22,9449,,0.023522915318608284
22,9499,,0.022368794307112694
22,9549,,0.02554938942193985
22,9599,,0.021533049643039703
22,9649,,0.030440619215369225
22,9699,,0.029123544692993164
22,9749,,0.022105874493718147
22,9751,0.02437002584338188,
23,9799,,0.026558153331279755
23,9849,,0.02392859011888504
23,9899,,0.025112079456448555
23,9949,,0.02659233845770359
23,9999,,0.023103483021259308
23,10049,,0.024181338027119637
23,10099,,0.022398417815566063
23,10149,,0.02088131010532379
23,10175,0.024778874590992928,
24,10199,,0.03233077749609947
24,10249,,0.023109732195734978
24,10299,,0.023353397846221924
24,10349,,0.021923953667283058
24,10399,,0.024725109338760376
24,10449,,0.020629914477467537
24,10499,,0.028885086998343468
24,10549,,0.01797798089683056
24,10599,,0.026283659040927887
24,10599,0.024441905319690704,
25,10649,,0.031938858330249786
25,10699,,0.027314847335219383
25,10749,,0.029551243409514427
25,10799,,0.018915431573987007
25,10849,,0.02135460078716278
25,10899,,0.02012682519853115
25,10949,,0.024492615833878517
25,10999,,0.026058288291096687
25,11023,0.02452998235821724,
26,11049,,0.022958585992455482
26,11099,,0.021843761205673218
26,11149,,0.02425851859152317
26,11199,,0.02361687459051609
26,11249,,0.0221497043967247
26,11299,,0.025357263162732124
26,11349,,0.023113729432225227
26,11399,,0.019263623282313347
26,11447,0.024399515241384506,
27,11449,,0.01862761564552784
27,11499,,0.026132531464099884
27,11549,,0.02861987240612507
27,11599,,0.02310176007449627
27,11649,,0.027342647314071655
27,11699,,0.023562416434288025
27,11749,,0.026486026123166084
27,11799,,0.025111554190516472
27,11849,,0.02823638916015625
27,11871,0.02455064281821251,
28,11899,,0.022831885144114494
28,11949,,0.025292880833148956
28,11999,,0.023942114785313606
28,12049,,0.018655577674508095
28,12099,,0.024191690608859062
28,12149,,0.02668723464012146
28,12199,,0.02399214170873165
28,12249,,0.021966777741909027
28,12295,0.024187570437788963,
29,12299,,0.024986116215586662
29,12349,,0.02183482237160206
29,12399,,0.023834237828850746
29,12449,,0.020935574546456337
29,12499,,0.023587128147482872
29,12549,,0.027565984055399895
29,12599,,0.026339448988437653
29,12649,,0.02074369229376316
29,12699,,0.02910648286342621
29,12719,0.0243106447160244,
