epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.031523093581199646,
0,99,,0.03057023696601391,
0,149,,0.02829633094370365,
0,199,,0.025214942172169685,
0,249,,0.02714081108570099,
0,299,,0.027468247339129448,
0,349,,0.02686336822807789,
0,399,,0.030028780922293663,
0,423,,,0.048872604966163635
0,423,0.02891245298087597,,
1,449,,0.03049180656671524,
1,499,,0.03300125151872635,
1,549,,0.03039214201271534,
1,599,,0.02643599547445774,
1,649,,0.030673092231154442,
1,699,,0.028243819251656532,
1,749,,0.02891995944082737,
1,799,,0.026926755905151367,
1,847,,,0.04765722528100014
1,847,0.028676537796854973,,
2,849,,0.02968701533973217,
2,899,,0.03311190754175186,
2,949,,0.025039011612534523,
2,999,,0.024345168843865395,
2,1049,,0.02945222519338131,
2,1099,,0.027532367035746574,
2,1149,,0.03301525488495827,
2,1199,,0.03255625069141388,
2,1249,,0.029232775792479515,
2,1271,,,0.04868043214082718
2,1271,0.02814335748553276,,
3,1299,,0.022036569193005562,
3,1349,,0.025321027263998985,
3,1399,,0.03423696383833885,
3,1449,,0.027186201885342598,
3,1499,,0.030722232535481453,
3,1549,,0.03079179674386978,
3,1599,,0.025262504816055298,
3,1649,,0.021429993212223053,
3,1695,,,0.049499768763780594
3,1695,0.027936480939388275,,
4,1699,,0.027105020359158516,
4,1749,,0.026995904743671417,
4,1799,,0.02796776406466961,
4,1849,,0.02055446244776249,
4,1899,,0.02711477130651474,
4,1949,,0.025305328890681267,
4,1999,,0.031300049275159836,
4,2049,,0.030050748959183693,
4,2099,,0.021081462502479553,
4,2119,,,0.04935630038380623
4,2119,0.02727794274687767,,
5,2149,,0.02671339362859726,
5,2199,,0.025511516258120537,
5,2249,,0.02784653566777706,
5,2299,,0.028273316100239754,
5,2349,,0.030736221000552177,
5,2399,,0.028031891211867332,
5,2449,,0.02740766853094101,
5,2499,,0.02687103860080242,
5,2543,,,0.050396379083395004
5,2543,0.027456145733594894,,
6,2549,,0.024739468470215797,
6,2599,,0.02343500591814518,
6,2649,,0.023287789896130562,
6,2699,,0.030818196013569832,
6,2749,,0.024551838636398315,
6,2799,,0.027682557702064514,
6,2849,,0.02527850680053234,
6,2899,,0.025950556620955467,
6,2949,,0.028731906786561012,
6,2967,,,0.051017265766859055
6,2967,0.026884792372584343,,
7,2999,,0.026000523939728737,
7,3049,,0.023971671238541603,
7,3099,,0.02674699015915394,
7,3149,,0.024777568876743317,
7,3199,,0.025401940569281578,
7,3249,,0.026130838319659233,
7,3299,,0.028552016243338585,
7,3349,,0.02860969305038452,
7,3391,,,0.05139149725437164
7,3391,0.026594260707497597,,
8,3399,,0.031154995784163475,
8,3449,,0.0252812672406435,
8,3499,,0.02705848403275013,
8,3549,,0.02192736230790615,
8,3599,,0.030279194936156273,
8,3649,,0.025624996051192284,
8,3699,,0.02562578022480011,
8,3749,,0.02246875874698162,
8,3799,,0.023320039734244347,
8,3815,,,0.05081132799386978
8,3815,0.026261750608682632,,
9,3849,,0.0342738963663578,
9,3899,,0.029330365359783173,
9,3949,,0.025921747088432312,
9,3999,,0.03043287992477417,
9,4049,,0.021620670333504677,
9,4099,,0.022062024101614952,
9,4149,,0.025403829291462898,
9,4199,,0.03127902373671532,
9,4239,,,0.04791954159736633
9,4239,0.026233339682221413,,
10,4249,,0.02884790301322937,
10,4299,,0.02481907606124878,
10,4349,,0.023257220163941383,
10,4399,,0.02800271473824978,
10,4449,,0.023717127740383148,
10,4499,,0.027065085247159004,
10,4549,,0.02736976183950901,
10,4599,,0.028769612312316895,
10,4649,,0.020072823390364647,
10,4663,,,0.05156579241156578
10,4663,0.025816595181822777,,
11,4699,,0.02226860076189041,
11,4749,,0.027904653921723366,
11,4799,,0.025872694328427315,
11,4849,,0.0247404333204031,
11,4899,,0.02948758564889431,
11,4949,,0.025006527081131935,
11,4999,,0.020445650443434715,
11,5049,,0.025482429191470146,
11,5087,,,0.04864538460969925
11,5087,0.02597096748650074,,
12,5099,,0.022332848981022835,
12,5149,,0.02575707994401455,
12,5199,,0.024470200762152672,
12,5249,,0.027601882815361023,
12,5299,,0.023905592039227486,
12,5349,,0.024794360622763634,
12,5399,,0.03139641508460045,
12,5449,,0.02816387452185154,
12,5499,,0.02754652500152588,
12,5511,,,0.05370350927114487
12,5511,0.025704244151711464,,
13,5549,,0.02608952857553959,
13,5599,,0.02644924260675907,
13,5649,,0.02650976926088333,
13,5699,,0.02399400621652603,
13,5749,,0.0270908921957016,
13,5799,,0.022155269980430603,
13,5849,,0.028939945623278618,
13,5899,,0.021502533927559853,
